3 -0.449092
4 -0.447377
5 -0.448776
6 -0.450533
7 -0.446729
8 -0.446936
9 -0.449108
10 -0.446827
11 -0.448586
12 -0.450602
13 -0.446598
14 -0.447813
15 -0.447922
16 -0.448038
17 -0.447589
18 -0.449555
20 -0.447683
21 -0.448582
22 -0.448071
23 -0.449615
24 -0.450481
25 -0.447998
26 -0.447243
27 -0.447939
29 -0.447808
37 -0.448112
38 -0.45051
39 -0.448739
40 -0.448878
41 -0.447884
42 -0.449216
43 -0.446101
44 -0.448971
45 -0.452361
46 -0.45063
47 -0.446945
61 -0.449787
62 -0.447681
63 -0.448644
64 -0.450219
65 -0.447768
66 -0.449226
67 -0.451762
68 -0.449321
69 -0.449097
70 -0.449446
71 -0.449182
72 -0.447727
73 -0.449836
74 -0.451669
75 -0.447837
76 -0.447629
