Temperature: 1

-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 0 0
-2.725 0 0
-2.675 0 0
-2.625 1.72414e-05 1.15659e-05
-2.575 4.31034e-05 1.66939e-05
-2.525 4.31034e-05 2.06717e-05
-2.475 6.89655e-05 2.248e-05
-2.425 0.000206897 4.496e-05
-2.375 0.000275862 4.62635e-05
-2.325 0.00062069 9.8593e-05
-2.275 0.0010431 0.0001258
-2.225 0.00164655 0.000153475
-2.175 0.00267241 0.000148065
-2.125 0.00399138 0.000182984
-2.075 0.00636207 0.000186852
-2.025 0.00917241 0.000323844
-1.975 0.013569 0.000331891
-1.925 0.0193793 0.00045899
-1.875 0.0274914 0.000490619
-1.825 0.0356552 0.000865304
-1.775 0.0496724 0.000958402
-1.725 0.063681 0.00121177
-1.675 0.0840603 0.00140554
-1.625 0.105733 0.00192359
-1.575 0.131112 0.00224378
-1.525 0.161181 0.00246052
-1.475 0.188043 0.00328645
-1.425 0.221983 0.00325062
-1.375 0.253578 0.00371044
-1.325 0.286043 0.00413472
-1.275 0.319388 0.00322293
-1.225 0.3425 0.00427604
-1.175 0.366017 0.00370796
-1.125 0.385552 0.00494624
-1.075 0.397672 0.00490382
-1.025 0.409164 0.00395655
-0.975 0.414336 0.00455047
-0.925 0.412259 0.00488071
-0.875 0.407534 0.00441206
-0.825 0.396793 0.00490555
-0.775 0.38325 0.00390892
-0.725 0.370448 0.00409815
-0.675 0.355526 0.00463332
-0.625 0.340543 0.00388236
-0.575 0.320543 0.00297021
-0.525 0.304483 0.00266453
-0.475 0.288569 0.0018769
-0.425 0.278871 0.00189485
-0.375 0.263603 0.00274097
-0.325 0.251724 0.00165831
-0.275 0.240897 0.00182403
-0.225 0.234017 0.00231793
-0.175 0.226353 0.00202501
-0.125 0.220362 0.00221174
-0.075 0.215224 0.00180632
-0.025 0.213698 0.00196342
0.025 0.213974 0.00218134
0.075 0.21531 0.00211133
0.125 0.216319 0.00183101
0.175 0.219198 0.00244309
0.225 0.22906 0.00268942
0.275 0.236397 0.00234413
0.325 0.248302 0.00252094
0.375 0.255664 0.00293122
0.425 0.273069 0.00293872
0.475 0.28619 0.00310059
0.525 0.302647 0.00290926
0.575 0.31725 0.00289928
0.625 0.335328 0.00273018
0.675 0.351302 0.00342875
0.725 0.36844 0.00318561
0.775 0.377871 0.00397346
0.825 0.391397 0.00467866
0.875 0.403509 0.00424224
0.925 0.409336 0.00478181
0.975 0.406578 0.00462233
1.025 0.408698 0.00435036
1.075 0.401198 0.00479423
1.125 0.383905 0.00477786
1.175 0.3645 0.00400538
1.225 0.345457 0.0040833
1.275 0.317414 0.00349545
1.325 0.288172 0.00264326
1.375 0.254129 0.00275254
1.425 0.225086 0.00203924
1.475 0.193241 0.00214389
1.525 0.160543 0.00170063
1.575 0.133534 0.00162625
1.625 0.108612 0.00146148
1.675 0.0871034 0.00134481
1.725 0.0668103 0.00115437
1.775 0.0520603 0.000973755
1.825 0.0377672 0.00065375
1.875 0.0280776 0.000467949
1.925 0.0198707 0.000546701
1.975 0.0136466 0.000391511
2.025 0.00939655 0.000203456
2.075 0.00657759 0.000236802
2.125 0.00394828 0.000190788
2.175 0.00259483 0.000186285
2.225 0.00152586 0.000115192
2.275 0.000939655 9.6363e-05
2.325 0.000577586 8.55796e-05
2.375 0.000405172 7.24087e-05
2.425 0.000224138 4.0618e-05
2.475 9.48276e-05 2.85265e-05
2.525 5.17241e-05 1.76672e-05
2.575 8.62069e-06 8.40241e-06
2.625 8.62069e-06 8.40241e-06
2.675 8.62069e-06 8.40241e-06
2.725 0 0
2.775 0 0
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
